"term","afraid","amused","angry","annoyed","dont_care","happy","inspired","sad"
"beep",0,10.88011,0,31.639494,0,1.830065,35.730014,19.920317
"spontaneously",0,99.999754,0,0,0,1e-06,0.000244,0
"admissible",0,0,0,0,0,96.909209,0,3.090791
"include",0.168584,7.105993,0.050171,0.075308,1.8e-05,91.845696,0.015026,0.739203
"colt",0,0,0,0,0,100,0,0
"eugene",2e-06,0,0,0,0,0.000908,99.99909,0
"cosmic",0,96.586324,0,1.6e-05,6e-06,1.765045,1.648609,0
"bloc",0.753685,1.3e-05,0.448042,1.1e-05,1.4e-05,98.34516,1.2e-05,0.453064
"coat",50.002989,1.143297,0.000142,0.845085,3.1e-05,47.827704,0.180598,0.000153
"sleet",0,0,0,99.999834,0,0,0,0.000166
"luckily",7.3e-05,61.579145,0.164153,2e-06,1.3e-05,38.256472,1e-05,0.000134
"arbitrator",19.58933,0,0.050379,0,80.360287,0,0,3e-06
"perversely",0.002088,0,65.152762,0,0,0,34.84515,0
"mekong",0,0,0,0,0,2e-06,99.999998,0
"rapporteur",0,0,99.999994,0,0,6e-06,0,0
"reboot",0,1.8e-05,0,13.894225,64.729665,1e-06,21.37609,0
"grenoble",0.03214,0,0,9e-06,0,0,84.654171,15.313679
"problematic",1.6e-05,0,1.6e-05,0,0,3.1e-05,99.997642,0.002296
"sussex",0,0,0,5.2e-05,0,0,8.299797,91.700152
"dionysius",0,0,0,0,0,7.505662,0,92.494338
"leaning",45.963399,0.082477,0,53.954123,0,1e-06,0,0
"filing",0.000218,0.04511,0.124387,4.8e-05,89.380111,10.328833,5e-06,0.121288
"strong-arm",0,0,18.001037,0,0,0.009811,0,81.989152
"counteroffensive",0,0,53.266221,0,0,0,46.733779,0
"disservice",0,0,0,15.350438,54.753164,29.896398,0,0
"kiwi",0,0,0,1e-06,0,99.99951,0.000489,0
"warped",0,0,0,0.000336,0,1.6e-05,0,99.999648
"arthritic",0,100,0,0,0,0,0,0
"teach",0,1e-05,3.633883,0,0,8.556809,87.809298,0
"encamp",16.411121,0,0,0,0,0,0,83.588879
"34th",0,0,0,0,66.094239,8.203435,25.702326,0
"mugging",0,0,100,0,0,0,0,0
"nerd",0,1.4e-05,0,0,0,0,0,99.999986
"portrait",0.004575,0.702521,0.000317,0.134135,2.6e-05,98.889646,0.000964,0.267816
"admirable",0,0,99.999998,0,0,0,0,2e-06
"umpteenth",0,0,0,0,13.876108,86.123892,0,0
"impersonate",10.107258,89.892693,0,0,0,4.9e-05,0,0
"unenforceable",0,0,100,0,0,0,0,0
"disallow",0,0,99.999115,0,0,0.000827,5.8e-05,0
"disassemble",40.150802,0,0,0,0,59.849198,0,0
"detain",0,0,99.999985,0,0,1.4e-05,0,0
"detest",0,0,0,0,0.474314,99.525672,1.4e-05,0
"pascal",0.192562,0.00019,0.000681,0.763632,6e-06,98.839959,0.196314,0.006656
"roe",0,0,0.171114,38.637106,0,0.00161,0,61.190169
"nehru",89.201949,0,0,0,0,2e-06,10.798049,0
"scampi",0,0,22.915475,56.276572,0,15.227837,0,5.580116
"faraday",0,32.888579,67.111421,0,0,0,0,0
"unfitting",0,0,0,0,3e-06,99.999313,0.000683,0
"regroup",99.99986,0,0,0,0,0.00014,0,0
"ross",0,0.005978,7e-06,0,0,99.994016,0,0
"headman",3e-05,0,50.846963,49.153007,0,0,0,0
"fitch",0,8.075413,0,1e-06,0,0.012075,91.91251,0
"y2k",0,24.432915,0,0,0,49.604646,25.962438,0
"tortilla",8e-06,1e-05,49.818987,2.346781,4e-06,47.229944,0.476762,0.127505
"chit",0,0,95.242457,0,0.0733,1.5e-05,4.684228,0
"factually",0,0,53.401504,0,46.598496,0,0,0
"bead",0,0.016901,1.5e-05,0.000332,0.000108,17.878906,32.16644,49.937298
"postmenopausal",0,0,0,100,0,0,0,0
"wanamaker",0,0,0,0,0,100,0,0
"kayak",48.830608,0,0,1.167388,0.002,50.000001,2e-06,0
"neighborliness",89.190158,10.809842,0,0,0,0,0,0
"clyde",0,0,0,0,0,100,0,0
"jamestown",0,0,0,1e-06,0,0,0,99.999999
"mall",0.000165,0,0.006042,6e-06,3e-06,99.993702,7.4e-05,8e-06
"adamant",0,3.2e-05,0.000159,0,74.915243,0,25.084497,7e-05
"cliched",0,100,0,0,0,0,0,0
"screenwriter",0,3e-06,2e-06,1e-06,7e-06,99.938142,0,0.061845
"dkm",0,0,0,0,0,39.076955,60.923045,0
"jangling",0,91.65251,0,0,0,8.34749,0,0
"bolster",0.022361,7.2e-05,0.106882,0.000325,0,99.869375,3.4e-05,0.00095
"upland",2.2e-05,0,47.581759,0,0,0,52.418218,0
"spotting",0,0,0,3.1e-05,0,99.999969,0,0
"pervade",5.7e-05,1e-06,0.000111,3e-06,0,1.374153,0,98.625675
"omission",2.2e-05,0,0,0,0.033371,5e-05,0,99.966558
"pollard",0,0,0,0,0,0,99.999999,0
"reliable",1.5e-05,0,0,0,0,99.999985,0,0
"ring",0.000262,0.00709,0,0.047084,49.911657,50.033906,0,1e-06
"capitalisation",0,0,0,99.999847,0,1e-06,0.000152,0
"platform",0,0.004455,3e-06,0,0,99.995541,0,0
"advisee",0,0,0,0,0,0,100,0
"high-pressure",0,93.831102,0,0,0,1e-06,6.168897,0
"azores",4.220076,0,0,0,95.77989,3.4e-05,0,0
"store-bought",0,0,0,67.382169,0,0,32.617831,0
"meatloaf",10.407992,0,0,0,0,89.592008,0,0
"conduit",0,0,2e-05,0,1e-06,0.003833,99.996145,0
"accomplishment",0,0,0,36.148374,3.4e-05,17.273964,46.577628,0
"barbeque",0,0,0,0,1.4e-05,99.999961,2.4e-05,0
"astronomically",0,0.00114,51.123026,48.875834,0,0,0,0
"relegate",0,0,44.973658,0,37.905916,5.6e-05,0,17.12037
"album",0,4e-06,0,3.4e-05,0,99.999955,7e-06,0
"walkout",5.033461,0,19.39562,55.893378,0,8.2e-05,0,19.677458
"surfing",0,0,0,0,0,100,0,0
"contradict",0,41.609519,0.000163,52.28753,6.102787,1e-06,0,0
"convert",49.938152,0,0.065341,0,1.4e-05,49.993776,0.002716,1e-06
"price",0.009142,9.987009,0.000614,47.22436,2e-06,42.778626,3e-06,0.000245
"zurich",0,0,63.117003,2e-06,36.882372,6.1e-05,1e-06,0.000562
"revulsion",0,0,99.999981,0,0,0,1.8e-05,0
"haystack",0,0,0,0,30.319949,0,31.338843,38.341208
"premiere",0,0,0,0,0,99.999998,1e-06,0
"devoid",0,0,6e-06,0,0,99.999994,0,0
"workload",0,0,0,4.8e-05,0,0,0.068844,99.931108
"haze",0,0,84.36116,15.604512,0,9e-06,0,0.034319
"icy",0,26.991181,0,0,0,0,0,73.008819
"depreciate",56.259924,43.740076,0,0,0,0,0,0
"mistime",0,0,0,0,0,100,0,0
"opener",0,9.933127,0,0,0.000449,0.004405,90.062018,0
"captive",0.000116,0,20.244523,8e-06,0,47.485728,0,32.269624
"edifice",0,0,0,1.2e-05,0,0,44.267379,55.732609
"diluted",0,11.994166,83.753941,0,4.251893,0,0,0
"radius",99.999494,0,0,0,0,0,0,0.000505
"recorded",1e-06,0,0,5.759375,0,0.000163,94.24046,1e-06
"label",6e-06,0.030817,0.000154,51.285329,4e-06,2.536741,12.722594,33.424356
"gauze",0,0,0,0,0,0,0,100
"isaiah",5e-06,0.002834,0.00011,6e-06,0,99.988322,1.3e-05,0.00871
"hay",0.069156,0.000122,83.899861,0.000235,0.000233,16.024859,0.001045,0.004489
"disagreement",0,0,0.000126,0.00223,78.204566,4.4e-05,0,21.793034
"paralyze",0,0,99.994908,0.005088,0,3e-06,0,0
"11th",0,0,0,99.993091,0,0.006909,0,0
"meat-eating",0,10.444952,7.532329,0,52.391046,29.631673,0,0
"bismarck",100,0,0,0,0,0,0,0
"riskless",0,0,100,0,0,0,0,0
"confederacy",0,0,0,0,87.97322,0,12.02678,0
"disoriented",0,99.999998,0,0,0,2e-06,0,0
"spank",0,2e-06,0,0,0,99.999998,0,0
"sissy",0,0,0,0,0,4e-06,41.807724,58.192272
"ballplayer",0,0,60.776429,0,0,10.450017,11.359989,17.413565
"brainwave",0,5e-06,0,0,99.999995,0,0,0
"fence",0.000112,49.390916,0.230334,2.7e-05,1.1e-05,0.368772,49.99981,0.010018
"jnr",0,4.818759,0,82.701185,0,12.480056,0,0
"guy",0,0.001274,0,55.665136,0.000226,0.326369,44.006995,0
"vertical",1.994154,0,9.896213,3e-06,18.506122,52.595426,17.008033,5e-05
"brook",1e-06,0,0,0,49.995582,50.004417,0,0
"hermes",0,0,0,100,0,0,0,0
"de-emphasize",0,0,0,78.341621,0,21.658379,0,0
"eminent",0,0,0,0,0,5e-05,99.999949,0
"serpentine",0,1e-06,0,0,0,99.999999,0,0
"homeless",0,0,1.7e-05,42.671392,0,3e-06,57.328584,2e-06
"quadruplet",0,20.462415,0,23.961977,30.091257,16.393473,9.090878,0
"ailment",0.000242,0,0,0.000132,0,0.008616,0,99.99101
"cent",0,90.614383,0,9.385615,0,2e-06,0,0
"smashing",0,0,0,95.64974,0,4.35026,0,0
"trampler",0,0,16.543572,18.640997,4.480107,0,8.588108,51.747215
"gothenburg",5e-05,0,76.289576,1e-06,0,1e-06,3e-06,23.710369
"sherlock",0,0,0,4e-05,0,99.999952,8e-06,0
"microeconomic",28.02151,9.013071,62.965418,0,0,0,0,0
"yarn",0,0,0,0,19.771434,2e-06,0,80.228564
"angling",100,0,0,0,0,0,0,0
"stressed",8.319045,0,0.01994,0.000214,63.931983,1e-06,0.164648,27.564169
"rigatoni",0,0,0,0,0,100,0,0
"accede",0,0,0,0,0,61.545631,38.454368,0
"impressionable",89.948701,0,0,0,0,10.051299,0,0
"medicinal",0.002411,0.001916,7.71761,2.6e-05,0,92.278026,2e-06,9e-06
"rebury",0,0,0,0,0,100,0,0
"natatorium",0,0,0,0,0,0,4e-06,99.999996
"celestial",0,0.610727,0,0,0,0.001132,99.38814,1e-06
"rebuilding",0,60.575998,0,0,0,34.894333,4.529669,1e-06
"toss-up",0,0,0,0,0,82.585143,17.414857,0
"uncluttered",0,45.355124,0,0,0,54.644876,0,0
"snow",99.646716,0,0,0,0,0.337728,0,0.015556
"ellison",0,0,0,23.671086,0,15.28168,0,61.047234
"someone",1e-06,5.160879,0.000609,44.525329,37.362878,1.269724,11.679167,0.001414
"unclassified",83.995954,16.004046,0,0,0,0,0,0
"bureau",0.001066,0,88.797504,11.194824,0,0.006437,0,0.000169
"tricorne",0,1e-06,0,0,0,99.999999,0,0
"aarhus",99.999993,2e-06,0,0,0,0,5e-06,0
"ineligible",0,0,27.690523,12.566539,0,59.742939,0,0
"pantheon",0,99.997928,0,0,0,0.002072,0,0
"physicality",0,0,0,0,0,100,0,0
"simpson",0,7.611211,3.070185,0,64.632961,24.685642,0,0
"glutinous",0,100,0,0,0,0,0,0
"hideaway",0,0.000126,0,0,0,5.2e-05,99.999822,0
"warpath",0,0,0,0,0,0,0,100
"abrogate",19.515455,0,0,58.205837,0,0,22.278709,0
"proust",3e-06,5.791279,0.000114,0.957379,2e-06,43.06384,50.187374,1e-05
"convince",0.011705,2.4e-05,48.494477,1.8e-05,0,0.559654,50.933457,0.000666
"circle",0.001012,61.851506,1.5e-05,5e-06,2e-06,36.440917,1.668519,0.038023
"newsreel",0,12.829435,0,0,87.170565,0,0,0
"triumphantly",0,0,0,0,0,99.999998,2e-06,0
"buyer",0,99.998947,0,0,0,0.001053,0,0
"reassess",91.283151,0,0,8.716849,0,0,0,0
"nightlife",0,0,0,0,0,99.999994,6e-06,0
"morel",0,17.640242,56.174286,0,26.185473,0,0,0
"eldest",0,3e-06,0,0,4e-04,49.346911,50.652684,2e-06
"smear",0,0,7.3e-05,49.99978,49.999993,0.000148,7e-06,0
"shovel",50,0,49.999984,0,0,0,0,1.6e-05
"beach",1.34662,48.245244,0.000194,0.213425,2.2e-05,40.79243,9.276534,0.125532
"adriatic",91.778728,0,8.221272,0,0,0,0,0
"mrs.",0.000152,1e-06,0,0.001185,0.011489,33.379915,5e-06,66.607253
"astronomy",0,64.412734,0,0,0,3e-06,35.587263,0
"noncommunicable",0,8.717356,0,0,0,0,0,91.282644
"pollinate",0,1.9e-05,0,0,3e-06,9.981337,90.017774,0.000866
"esau",0,33.714194,0,66.285806,0,0,0,0
"nutmeg",0,0,0,0,0,0.001758,99.998242,0
"undivided",0.001224,1.6e-05,0.370704,6e-06,0,99.595586,0.032377,8.5e-05
"trait",0,99.999974,0,0,0,2.5e-05,0,1e-06
"subjective",0,0,71.161134,12.91135,13.242221,6e-06,0,2.685288
"intoxicate",0,0,3.6e-05,69.979128,30.020757,9e-06,0,6.9e-05
"cuteness",3.331682,0,0,0,0,96.668317,0,0
"sleazy",0,84.911819,0,0,1.7e-05,15.087977,0.000169,1.7e-05
"deluge",0,0,0,0.000263,37.872516,12.127468,0,49.999753
"masculine",0,3.717079,68.658389,0,0,0,27.624532,0
"undersign",0,1e-06,0,0,0,99.999999,0,0
"stoneware",0,0,0,0,0,45.228143,54.771857,0
"topple",0.486279,99.214934,5e-06,0.071658,0,0.227113,0,1e-05
"mull",2.941167,58.512181,15.05047,23.49617,0,1.1e-05,0,0
"convalescence",0,0,54.625123,0,3.895835,41.479042,0,0
"packer",0,0,0,0,0,4e-06,78.646275,21.353721
"coincidental",0,0,0,99.999953,0,4.7e-05,0,0
"equipment",0.001122,0,0.000292,0,0,97.331955,0,2.666631
"afghanistan",1e-06,0.065209,1.010977,0.16895,2e-06,98.720462,0.034396,3e-06
"demagoguery",0,0,0,0,66.622202,0,33.377798,0
"digging",0,0.000633,0,0,0,2.9e-05,99.999335,3e-06
"chinese",0.000471,0.450226,57.301819,0.040208,15.029724,27.045886,0.104488,0.027177
"cancer",3e-05,0.000107,7.7e-05,0.000164,4.3e-05,0.187078,0,99.812501
"seychelles",95.320246,0,4.67975,0,0,4e-06,0,0
"germ",5e-05,25.447129,6.4e-05,0.541257,6e-06,6.985144,66.96697,0.059381
"interwoven",100,0,0,0,0,0,0,0
"defeat",0,0,1.5e-05,2e-06,0,99.998702,0.000111,0.00117
"stud",0.002185,7.310126,55.872692,7.7e-05,2.6e-05,20.423826,16.391051,1.8e-05
"equalizer",0,0,0,0,0,100,0,0
"loincloth",0,0,0,0,0,0.022771,0,99.977229
"curse",0,0,0,49.999988,0,0.009152,49.990848,1.2e-05
"livermore",0,1.1e-05,1e-06,0,2e-06,1.021385,98.978602,0
"precisely",0.001978,6.738028,0.000152,2.4e-05,1e-06,0.506452,28.020862,64.732502
"colonize",0,59.530387,0,40.469608,0,5e-06,0,0
"adoptee",0,0,0,0,0,100,0,0
"neatly",0.36012,0.000642,9.113634,2.6e-05,3e-06,90.499531,0.018259,0.007785
"easygoing",0,0,0,0,100,0,0,0
"junction",0,3.117366,17.379143,0,0,0,9.695134,69.808357
"meeting",6e-06,0,3e-06,0.004143,0,99.995848,0,0
"trenton",0,0,0,1e-06,0,0,0,99.999999
"fibrous",0,78.336083,0,0,1.6e-05,2.627629,19.036272,0
"ir",49.954496,0,1e-06,0.001961,0,0.835032,33.163663,16.044847
"seldom",3.5e-05,0,0.002302,0,0,1.568354,98.429308,0
"pasta",0,99.17364,0,0,2e-05,0.826307,3.3e-05,0
"unsuited",0,6e-06,0,0,0,0,99.999993,0
"hallucination",0,0,80.632273,19.367725,0,2e-06,0,0
"proton",0,36.529575,1e-05,0.045695,0,0.397385,63.02732,1.5e-05
"dome",0.621604,10.639881,0.006294,0,4e-04,88.731315,0.000165,0.000342
"despicable",0,0,99.67157,0,0,4e-06,0,0.328426
"untitled",0,0,0,0.986623,0,1e-06,0.000389,99.012987
"significance",1e-06,0,9e-06,0.883108,0,99.065967,0.050904,1.3e-05
"short-run",52.506049,0,47.493951,0,0,0,0,0
"indexation",0,0,0,0,48.317595,51.682405,0,0
"initial",4.81103,0.242455,0.000794,33.090925,28.814578,4.481646,5e-06,28.558567
"phenomenally",0,0,0,0,99.999186,0.000814,0,0
"stockholm",0.000188,0,0,1e-06,99.997467,0.00013,0.002214,0
"demeaning",0,33.539481,0,14.627043,51.833475,0,0,0
"timor",0,17.93356,28.972957,11.80872,0,1.6e-05,0,41.284746
"roleplaying",0,0,0,0,0,8e-06,0,99.999992
"colonisation",0,0,0.01516,0,0,99.984839,0,0
"underage",0,2e-06,13.083764,0.006074,0,86.91016,0,0
"outreach",0,0,0,0,0,45.299996,0,54.700003
"cancellation",0,0,20.761209,0.002996,0,0.000243,0,79.235551
"snail",0.558556,4.4e-05,0,0,0,0.000294,0,99.441105
"handwritten",0,0.097458,0.003612,5.822443,0.007428,0.663209,0.017133,93.388719
"oman",0,0,0,0,0,99.999999,0,1e-06
"unborn",0.000186,3e-06,0.000433,0,0,99.525141,0.001778,0.472459
"hanuman",0,0,0,0,6e-06,9.357078,90.642915,0
"centralisation",0,0,3.155257,0,96.844742,0,0,0
"divert",99.985841,0,0,0.014055,0,1.2e-05,0,9.2e-05
"disinflation",37.241332,0,0,0,0,0,62.758668,0
"pierced",0,11.999407,0,48.696637,39.303956,0,0,0
"nothingness",0,0,0,0,0,100,0,0
"oort",0,1e-06,0,0,0,99.999999,0,0
"kiev",99.999921,0,7.7e-05,0,0,1e-06,0,0
"silk",0,0.000875,0,6.7e-05,0,5.8e-05,99.999,0
"immunity",0,1e-06,99.999982,0,0,1.7e-05,0,0
"hematoma",0,0,0,0,0,80.43659,19.562637,0.000773
"montreal",0.003472,0,3e-06,0,0,99.984692,0,0.011833
"staid",0,0,0,76.451189,0,0,23.548811,0
"maintenance",0.513161,2.7e-05,7.1e-05,0.021276,1e-06,98.098452,0.004341,1.362672
"france",0.203803,0.000379,0.0069,0.001147,0.000376,99.786826,0.000188,0.00038
"khan",3.625312,0,27.361455,38.781205,30.232003,2.4e-05,1e-06,0
"ludicrous",0,92.038765,0,0,0,0,0,7.961235
"pouf",6.5e-05,0.000147,0.002398,20.171782,2.4e-05,75.727434,4.097947,0.000202
"gaul",0,0,0,0,0,100,0,0
"sawfish",0,0,0,0,0,100,0,0
"crucial",0.000398,4.2e-05,0.34194,1e-05,0,99.657528,2e-06,7.8e-05
"mushroom",0,36.664229,50,1e-06,8e-06,13.335635,5e-06,0.000122
"harvest",0,4e-06,0.009283,9.2e-05,0,3.279385,49.999811,46.711424
"105th",0,0,0,0,0,99.999996,4e-06,0
"hurry",0,23.725287,0,0,49.999999,1e-06,0,26.274712
"petal",0,0,0,0,0,100,0,0
"hawkins",0,0,30.582238,19.483171,0,49.934591,0,0
"relatively",0.002141,0.151282,2.8e-05,0.130482,4e-06,19.033273,80.676793,0.005998
"lek",0,68.030969,0,0,0,1e-06,0,31.969029
"authority",5.199419,2e-06,60.122078,5.9e-05,0,9.091336,3.8e-05,25.587068
"quarter",6.020295,5.4e-05,34.953977,0,1e-06,49.999324,9.025729,0.000621
"all-inclusive",0,0,100,0,0,0,0,0
"starboard",48.636273,0,41.345503,0,0,10.018216,9e-06,0
"dominick",80.231101,0,0,0,0,19.768899,0,0
"sporty",0,99.999997,0,0,0,2e-06,1e-06,0
"modern-day",0.001004,0.365343,0.022919,1e-06,82.18487,17.405729,0.007022,0.013113
"seaman",0,0,0,0,0,100,0,0
"bissau",4.1e-05,0,0,0,0,99.999959,0,0
"lamentation",0,38.257938,61.742062,0,0,0,0,0
"roma",5e-06,9e-06,0.000228,1.438784,1e-06,2.898009,12.890586,82.772377
"subconsciously",0,85.124684,0,0,0,0,14.875316,0
"pass",0.112028,0.001458,8e-05,4e-05,1.1e-05,9.598689,90.269818,0.017875
"scuba",0,0.000242,5.6e-05,0,0,3.561226,96.438475,0
"scion",0,0,0,0,0,100,0,0
"conversational",0,0,0,0,0,0.000105,0.003259,99.996636
"regard",0.000722,0.023508,0.093593,47.319772,48.591198,3.971103,5.8e-05,4.6e-05
"horizontal",0,31.956877,0,68.043114,0,1e-06,7e-06,0
"thrill",0,2.4e-05,0,0,0,99.999976,0,0
"archeologist",1.6e-05,93.964823,0.000206,0,0,0.323451,2.498134,3.213369
"contusion",13.128001,23.372156,22.297694,1e-05,0,7e-06,0,41.202132
"harmlessly",0,0,0,0,15.127298,84.872702,0,0
"overthrow",0.004809,99.994845,0,6.1e-05,0,0.000285,0,0
"absurd",0,0,0,99.997244,0,0,0.002756,0
"bottlenose",0,0,100,0,0,0,0,0
"cantankerous",22.441476,77.558484,0,0,0,4e-05,0,0
"irrespective",0,0,0,79.181078,20.818922,0,0,0
"mojave",21.170055,0,14.873165,2.7e-05,0,0,0,63.956754
"validated",0,10.213529,6e-06,75.209867,14.576599,0,0,0
"minor",0.000191,0.026395,24.754389,1.5e-05,49.968245,25.248413,0.000476,0.001876
"prototype",0.014134,0.000222,0,1e-06,0,99.985616,2e-06,2.5e-05
"hibernate",49.263624,50.736376,0,0,0,0,0,0
"hebrew",0.000614,2.929708,41.576886,37.66132,5.497213,12.304098,0,0.03016
"baton",0,0,99.999978,3e-06,0,1.9e-05,0,0
"gangster",0.015833,2.4e-05,0.000785,1.084945,0.000379,98.672938,0.220786,0.004311
"tank",49.999998,49.999974,0,1.8e-05,0,1.1e-05,0,0
"silencer",0,0,0,0,0.023802,99.976198,0,0
"blob",0,100,0,0,0,0,0,0
"disarm",99.996369,0.003361,0,0.000259,0,1e-05,0,0
"mere",0.852515,2.342687,6.2e-05,7.1e-05,0,96.804293,0.000131,0.00024
"envious",0,99.999915,0,8.5e-05,0,0,0,0
"rubbish",0,0,7.95302,0,92.046979,0,0,0
"aix",0,0,0,0,0,100,0,0
"napalm",0,8.470656,88.118028,1e-06,3.411289,2.6e-05,0,0
"tack",0,55.166605,15.945929,14.843452,0,1.3e-05,0.036653,14.007348
"albino",0,0,0,0,1.1e-05,0,0,99.999989
"shinto",0,0,0,0,49.999292,0.000709,49.979881,0.020118
"die",49.999868,0,1e-06,0.001001,0,2.9e-05,0.000104,49.998998
"dyeing",0,0,0,0,0,0,100,0
"plasmodium",99.975724,1.8e-05,0,0,0,0.007234,8.6e-05,0.016938
"pulse",0,0,50.003434,1.5e-05,0,0.000269,49.996271,1.1e-05
"wallaby",99.962699,0,0.004283,0,0,8.9e-05,0,0.03293
"ballerina",0.004013,0,3.6e-05,2e-06,4e-06,16.816353,83.17945,0.000143
"knockdown",0.094223,0,43.305548,0,0,38.876342,0.030982,17.692905
"psychologically",0,0,0,0,0,100,0,0
"razorback",0,99.999973,0,0,0,2.7e-05,0,0
"tylenol",0,1e-06,99.954737,1e-06,0,0.045258,2e-06,1e-06
"contaminant",0.067562,0,0,99.927449,0,0.004989,0,0
"barth",0,0,19.638242,0,0,80.361758,0,0
"inspirational",0,0,0,0,0,5.6e-05,99.999918,2.6e-05
"allergist",0,0,0,0,0,100,0,0
"primarily",0.03583,7e-06,53.583856,0.095173,3e-06,26.848454,19.436663,1.4e-05
"brunet",100,0,0,0,0,0,0,0
"timorese",0,0,1e-06,99.999536,0,0.000403,0,6e-05
"parley",0,0,0,0,0,78.721866,21.278134,0
"seeming",0.135624,0.000503,0.000546,6.682127,0,92.687091,5e-06,0.494105
"stallion",0,0,0,0,0,100,0,0
"lombard",0,0,0,0,36.481844,63.518156,0,0
"tale",0,72.986261,0,3e-06,0.000126,27.011542,1.5e-05,0.002053
"domestic",1.5e-05,0,0.004048,1.1e-05,0,49.377571,49.999973,0.618382
"chill",0.001534,0.000434,48.847185,1.5e-05,0,51.149302,0.001191,0.000339
"tiara",0,2.882939,0,0,0,0.000444,0,97.116617
"airworthiness",0,0,32.106345,1e-06,0,0,0,67.893654
"prioritize",0,0,0,0,0.020325,89.935631,0,10.044043
"specification",0,0,0,0,38.364476,1.1e-05,61.635513,0
"csis",91.164697,0,8.835303,0,0,0,0,0
"radiologist",3.569479,61.545269,0,34.885252,0,0,0,0
"wallpaper",0,74.424853,0,20.380162,0,1e-06,5.194984,0
"sequential",0,48.054463,0,0,0,48.261538,3.683998,0
"eve",0,0,1.5e-05,0,99.999611,0.000372,0,2e-06
"externality",0,0,27.8596,9.577082,0,62.563319,0,0
"authoritarianism",0,99.999999,1e-06,0,0,0,0,0
"silence",0.004273,5.2e-05,28.017867,0.006341,0,22.023128,41.543453,8.404885
"tibia",0,0,9.449812,6.662703,0,1e-06,16.371705,67.515779
"today",0.003048,4.14406,3.7e-05,0.000794,1.5e-05,48.82125,22.576764,24.45403
"singular",0,71.395415,1e-06,0.006125,0,0.593294,28.000915,0.004249
"insolent",99.778559,0,0.221441,0,0,0,0,0
"saw",6.087614,42.47714,35.199285,1.43511,0,0.000136,4.924616,9.8761
"neocolonialism",0,49.689492,0,47.117199,3.193309,0,0,0
"inborn",0,49.232075,9.291446,0,27.00279,0,0,14.473689
"unarmed",0.000113,0,99.999887,0,0,0,0,0
"infringement",27.98045,0,68.890215,2.148448,0,0.980842,0,4.5e-05
"temperate",97.902354,0,2.066655,0,0,0.030991,0,0
"dyke",0,0,5.448456,2.5e-05,5.544884,29.331859,0,59.674777
"nonagenarian",0,0,0.000666,50,0,49.999334,0,0
"ritz",0,99.999992,0,0,7e-06,0,0,0
"puppetry",0,91.606901,0,0,8.393099,0,0,0
"pegasus",0,73.721422,0,0,0,1e-06,0,26.278577
"unseeded",0,0,0,0,0,3.6e-05,99.999964,0
"scooter",0,51.182107,0.00021,0,48.817595,0,8.7e-05,0
"blank",0,5.279884,0,1e-06,27.323237,17.12247,0,50.274408
"black",0.025223,13.364532,33.357436,0.021656,3.9e-05,31.012,0.149331,22.069783
"fibreglass",0,99.999817,0,0,0,0,1e-06,0.000181
"propellor",0,0,92.111688,0,0,0,7.888312,0
"burned-out",0,0,14.393571,0,45.964298,39.642131,0,0
"thessaloniki",0,0,2.174284,3.8e-05,53.127002,0,19.601551,25.097126
"reimbursement",0,0,59.065807,0,0,40.934193,0,0
"hogan",29.122716,8.215369,0,62.661895,0,0,0,1.9e-05
"bauhinia",0,8.566689,0,0,0,0,91.433311,0
"meteorite",0,99.999999,0,0,0,1e-06,0,0
"zacharias",0,0,25.051217,1e-06,0,0,0,74.948781
"pyrotechnic",0,0,0,0,0,100,0,0
"vagary",9.775844,8.761163,0,0,0,0,4.27149,77.191503
"explosion",89.23946,0,0,3.5e-05,0,9.7e-05,0,10.760408
"presentable",99.999997,0,0,0,0,3e-06,0,0
"collins",0,0,0,0,0,56.558217,43.441721,6.2e-05
"flag",50.018492,0.000595,0.017608,2.7e-05,1e-06,2.269272,46.952092,0.741913
"bee",0,0,0,0,0,3.8e-05,99.999962,0
"chestnut",4e-06,1e-06,0.000195,0.00083,0.000271,59.080414,0.015963,40.902323
"clichy",0,100,0,0,0,0,0,0
"traumatise",0,0,1e-06,0,99.999999,0,0,0
"inoculation",0,0,0,0,0,97.502505,2.497495,0
"canonization",0,99.999992,0,0,0,8e-06,0,0
"reconcile",0,1.353748,0,0.00381,98.642414,2.7e-05,0,0
"stamp",2e-05,3.2e-05,0.036993,0.000888,0.73974,48.224112,0.070803,50.927412
"hanoi",0,0,0.000106,4.3e-05,0,3.3e-05,99.999818,0
"indecisiveness",0,4e-06,0,41.495223,0,2.1e-05,58.504752,0
"approachable",33.289615,0,0,4.663844,45.933492,0,16.11305,0
"manipulator",0,99.999991,0,9e-06,0,0,0,0
"enforce",0.003929,7e-06,0.004536,99.529254,1e-06,0.462014,3e-06,0.000255
"wrongly",0,0,1e-06,66.806947,0,33.193051,0,0
"lyons",0,0,16.646927,0,0,83.353073,0,0
"context",0,99.999771,9e-06,0.000211,0,8e-06,0,0
"impetus",0,0,0,0,0,0,99.999999,0
"auspiciousness",0,99.999983,0,0,0,0,0,1.7e-05
"gather",0.000412,0.206284,28.688927,0.018263,0,2.211213,68.683687,0.191214
"phraseology",0,0,0,0,90.406146,0,9.593854,0
"preoccupy",0,0,6e-06,0,0,0.039962,0,99.960032
"outmatch",0,27.032597,0,0,58.263264,0,14.704138,0
