"term","afraid","amused","angry","annoyed","dont_care","happy","inspired","sad"
"earthling",27.953782,72.046218,0,0,0,0,0,0
"sellers",100,0,0,0,0,0,0,0
"roofer",100,0,0,0,0,0,0,0
"curb",10.541898,6.677583,43.364212,0.007004,0,39.373475,0.027837,0.00799
"enfranchise",0,40.593154,0,0,0,0.885879,58.520967,0
"carolina",2.9e-05,6e-06,0.002472,0.192163,2.006055,96.408161,0.038987,1.352126
"pirate",0,0,25.492217,3.9e-05,19.253362,4.4e-05,0,55.254338
"exclusively",0,0.000111,0,1e-06,0,99.999885,2e-06,0
"purple",1.4e-05,0.122788,0.038959,1e-06,5e-06,98.492653,1.345579,2e-06
"bandana",0,0,26.015791,0,33.106112,0,40.878097,0
"unified",0,29.657743,0,0,13.255184,0.000238,0,57.086835
"visceral",6e-06,8e-05,1.2e-05,83.007052,7e-06,16.992601,1.4e-05,0.000229
"crossfire",23.778351,0,0,1e-06,16.305184,2e-06,0,59.916463
"tax-free",0,0,0,0,0,0,0,99.999999
"gallstone",17.671017,0,0,3e-06,0,20.23756,37.55796,24.533461
"incarcerate",0,0,2e-06,0.003761,29.005414,34.894415,27.397208,8.6992
"birdie",0,0,0,0,0,99.999999,1e-06,0
"gritty",0,0,0,0,0,100,0,0
"vociferously",0,34.292522,0,37.646544,0,0,8.215997,19.844937
"trove",0,0,0.020819,0,0,7.3e-05,99.979108,0
"edo",0,16.373423,0,0,0,0,0,83.626577
"marshals",0,0,0,70.085802,0,0,0,29.914198
"impressively",0,0,0,0,0,99.972313,0.027687,0
"woodward",0,0,0,0,0,8e-05,0,99.99992
"retrench",0,14.129159,4.856749,0.164032,0,0,0,80.85006
"antagonism",0,0,0,72.225311,27.774689,0,0,0
"uncivil",0,92.745411,0,0,0,0.007125,7.247463,1e-06
"kaleidoscope",0,0,0,0,0,73.5078,26.4922,0
"terrible",0,0,0.001184,22.17818,0,5.2e-05,0,77.820584
"shenyang",0,0,0,0,0,100,0,0
"cassino",0,41.539334,0,58.460665,0,0,0,0
"honduras",1.2e-05,2e-06,0.000368,0.0013,0.000424,99.805286,0.039535,0.153074
"literary",0,0,0,0,11.598266,2.443175,85.952052,0.006507
"unloaded",0,0,0,99.944977,0,0.055023,0,0
"louse",0,18.808384,0,0.000485,0,0,54.924785,26.266346
"jeopardize",0,0,99.99997,0,0,3e-05,0,0
"scandinavian",0,0,6e-06,1e-05,0,4e-06,0,99.99998
"mujahedeen",99.999771,0,0,0.000229,0,0,0,0
"working",0.005231,0,0,10.275342,0,32.030004,57.689424,0
"sequence",0.007414,16.219174,1.9e-05,32.934679,1e-06,50.701798,0.01818,0.118735
"stakeout",14.516683,85.483317,0,0,0,0,0,0
"beefy",0,0,0,0,38.03295,61.96705,0,0
"lawfully",0,0,0,0,0,29.631955,0,70.368045
"hotpot",20.522655,0,0,0,79.477273,7.2e-05,0,0
"engrossing",0,0,0,0,0,100,0,0
"bathhouse",0,0,54.510922,18.01463,0,0.000678,27.473769,0
"kabul",56.607816,0,32.992083,5e-06,0,0.002443,10.397652,0
"loonie",57.364602,0,0.002326,0,42.63306,1.1e-05,0,0
"wangle",0,0,0,0,27.7036,72.2964,0,0
"absorbent",0,0,0,0,0,100,0,0
"state",25.513073,0.001266,14.955864,47.570425,1e-06,11.835357,2.9e-05,0.123985
"crab",4.769497,1e-06,0.000774,95.120891,0,0.108836,0,0
"styrofoam",0,0,29.539514,54.614115,0,1e-06,0,15.84637
"noisy",0,0.018916,0.00014,10.256386,0,88.723993,0.03536,0.965205
"authentication",95.336921,0,0,0,0,0,4.663079,0
"speeding",21.643517,0,0,4.7e-05,0,0,0,78.356436
"scrawny",0,0,0,0,55.113459,1e-06,44.88654,0
"cathay",42.499573,0,0,0,0,0.000698,2.740048,54.75968
"guthrie",0,8e-06,0,0,0,99.995818,0.004174,0
"origami",0,70.290451,0,0,0,0,29.709549,0
"creation",0,0,0,1e-06,0,99.999067,0.000931,0
"offender",0,0,99.999019,0,0,0.000981,0,0
"lower",0,5e-06,35.860772,0.002703,0.000161,49.997137,0,14.139223
"satirical",44.871372,3e-06,3.976689,0.006349,0.000132,49.605251,0.018108,1.522096
"fore",0,0,99.999902,0,0,9.8e-05,0,0
"futility",0,99.99999,5e-06,0,0,5e-06,0,0
"headscarf",0,0,99.999983,0,0,1.7e-05,0,0
"squishy",0,100,0,0,0,0,0,0
"genius",0,6.357601,0,0,1e-06,1.174863,60.05678,32.410754
"thorpe",0,0,0,78.474105,9.875413,0,11.650482,0
"deformation",0,0,10.843946,0,0,89.156054,0,0
"redwood",0,0,0,1e-06,0,30.480921,0,69.519077
"peck",0,0,0,0.000147,0,50.018451,0,49.981402
"revelry",94.825,0,0,0,0.000394,5.174606,0,0
"niece",0,2e-06,99.999495,0,0,0.000503,0,0
"cayenne",4.6e-05,92.768047,0,2e-05,3.234405,3.997444,3.7e-05,0
"accomplice",0,0,0.001611,0,0,99.998389,0,0
"hahn",0.023852,1e-06,0.160371,8e-05,1e-06,17.748516,1.4e-05,82.067165
"digitalization",0,0,0,0,9.323808,87.935126,2.741066,0
"bewildered",0,0,1e-06,0,97.146231,0,2.853768,0
"disloyal",0,59.813211,0,0,0,26.204992,13.981797,0
"relentless",0.010139,5.309845,0.001563,2.7e-05,2e-06,93.731889,1e-06,0.946535
"simpleton",38.351939,0,0,0,0,0,61.648061,0
"self-made",0,0,0.056805,0,99.942813,0.000375,7e-06,0
"wilfully",0,0,3.7e-05,0,0,99.999963,0,0
"denial",34.382686,0.004987,0.008633,65.603688,0,6e-06,0,0
"attain",0,0,0,0,0,0.244615,99.755385,0
"answerable",0,0,0,91.380512,8.50371,0.115777,0,0
"neutral",49.987915,43.62526,1.5e-05,5.169803,0,1.216782,0.000225,0
"pervert",0,0,15.092143,0,33.434245,0.000822,51.47279,0
"brightness",0,6.850458,0.7493,0,4.5e-05,92.400184,1.2e-05,1e-06
"temblor",59.497122,0,3e-06,0.005065,0,38.19756,0,2.30025
"easter",0,0,0,99.998362,0,0.001638,0,0
"disembark",0,1e-05,1.1e-05,0.00014,1e-06,31.033285,0.001168,68.965387
"saltwater",42.683099,1.1e-05,0,0,0,0,57.31689,0
"femoral",99.998393,0,0,0,0,0.001592,1.5e-05,0
"ponderous",0,0.000116,3.7e-05,0.000145,0,99.920519,0.077407,0.001776
"saboteur",67.679429,0,0,32.320571,0,0,0,0
"aden",0,0,73.25413,0,0,0,26.74587,0
"tan",1e-06,0.001641,1.7e-05,2e-05,49.995312,1.275351,48.727657,0
"cavern",0,0,0,0,0,81.264142,0,18.735858
"billionaire",1e-06,1.212381,0,98.787293,0,0.000314,0,1.1e-05
"extra",5.422449,6.3e-05,4e-06,0,6.954286,87.623195,0,2e-06
"tiff",0,47.485775,0,0,52.514067,0.000159,0,0
"twice",0.040653,0.087261,0.000761,0.000166,5e-06,67.374867,14.782759,17.713527
"abolish",0.000549,0,0.000239,3e-06,99.896271,0.045055,0.057849,3.5e-05
"spiritual",1.6e-05,5.823384,0.026687,1.707447,3e-06,1.932059,58.030107,32.480297
"slit",0,49.999238,50,0,0,0.000762,0,0
"guide",0.001804,24.597322,0.002497,17.187043,1e-06,26.66172,31.547161,0.002452
"trial",0,2.6e-05,0.002205,0,6e-06,99.971303,0,0.02646
"bite",49.717721,0.279674,0.123007,49.86951,0,0.009869,5.8e-05,0.000161
"doorway",8.5e-05,99.402046,0.018508,0,4e-06,0.175077,1.6e-05,0.404265
"cromwell",0,30.373749,0,0,69.626251,0,0,0
"formative",0,44.251434,51.412724,0,4.335841,1e-06,0,0
"septic",0,0,99.999923,0,0,4e-06,0,7.4e-05
"najd",100,0,0,0,0,0,0,0
"marvelously",0,0,0,0,0.615958,99.383615,0,0.000427
"protrusion",6.7e-05,0,99.999933,0,0,0,0,0
"annulment",0,0,0,0,100,0,0,0
"thousandth",99.999634,0.000136,0,0,0,0.00023,0,0
"glycol",99.996157,0.003841,0,0,0,1e-06,0,0
"gateway",0,24.229443,0,75.77024,0,0.000316,0,0
"eloquently",0,0,1e-06,0,99.999999,0,0,0
"wit",5e-06,5.3e-05,4.7e-05,0.000645,5e-06,34.063591,65.743869,0.191785
"twine",0,0,99.976792,0,0,0.023207,0,0
"democratic",0.934641,7.1e-05,0.000976,0.000488,0,43.054631,55.313325,0.695868
"persian",0,49.999638,11.774888,0.000358,38.225106,0,1.1e-05,0
"ditto",0,0.00022,0,0,0.127149,9e-06,99.872623,0
"secure",0.000135,2e-06,2.873572,49.147111,0,47.846598,0.132349,0.000233
"elysium",0,95.860704,4.071725,0.067571,0,0,0,0
"shun",0.000262,0,1.2e-05,0,0,0.008653,99.991068,4e-06
"footstep",0,0.002865,0,0,0,99.996321,0.000814,0
"wacky",0,99.999995,0,0,0,5e-06,0,0
"chaldean",2.119921,18.463474,3e-06,1.9e-05,0,16.636604,12.581376,50.198603
"justify",0.011176,8e-06,95.288862,0.077176,1e-06,4.621703,0.000782,0.000292
"literal",0,0,0,0,0,27.339322,0,72.660678
"victorian",0,13.876293,0,3e-06,3e-06,86.074393,0,0.049308
"cream-colored",0,0,75.986318,0,0,24.013682,0,0
"intermezzo",0,75.376897,0,0,24.623102,1e-06,0,0
"outlook",0,0,0,0,0,100,0,0
"sian",33.789962,0,39.39787,11.523194,3.64743,0,0,11.641544
"altimeter",82.586589,0,0,0,12.537831,0.023209,0,4.85237
"contraction",0.00283,0,66.575719,2e-06,1e-06,3.9e-05,0,33.421409
"initiate",0,0,99.999535,0,0.000131,0.000331,0,3e-06
"joss",0,0,0,0,0,56.048658,43.951342,0
"attest",0,1e-06,0,0.000324,0,99.999675,0,0
"defenseless",0,0,77.226573,0,22.773426,1e-06,0,0
"baffle",0,0,0,1e-06,0,7e-06,0,99.999993
"casino",0,91.412181,0,0.000442,0,0.019999,1e-06,8.567378
"fingerprint",0,0.000244,39.258606,0,49.997412,0.002342,10.741394,2e-06
"rabble-rousing",0,0,0,65.231158,0,0.008572,0,34.76027
"kafir",51.777505,0,0,1e-05,0,20.427472,27.795013,0
"unpolluted",100,0,0,0,0,0,0,0
"outcry",0,0,61.032406,0.005043,0,1e-06,38.96255,0
"subpoena",0,8.4e-05,0.283896,47.872846,2.12825,49.713937,1.4e-05,0.000972
"canton",0,36.951002,0,0,13.364028,49.684968,0,2e-06
"yearn",0,0,96.502101,0,0,3.497899,0,0
"ferocious",0.006633,0,0.000284,1e-06,0,12.138204,9.570411,78.284467
"centiliter",0,47.672142,0,2e-06,43.884899,8.442956,0,0
"doormat",0,0,0,96.363443,0,3e-06,3.636554,0
"operationally",0.026016,0,96.924278,0,0,3.04509,0,0.004616
"cower",0,0,0,0,99.999987,1.2e-05,0,0
"magnetic",0,99.943511,0,0,2e-05,0.056465,1e-06,1e-06
"urdu",0,0,99.515392,1e-06,0,0,0,0.484606
"stereotype",0,7.516222,7.5e-05,50.000001,2e-06,0.549811,41.911676,0.022212
"stylish",0.005228,59.247279,0.000263,0.444798,2.2e-05,20.497023,19.805382,5e-06
"depress",0.000561,0.025498,2e-06,1e-06,4.6e-05,5.973798,11.262762,82.737333
"elbow",0,1.39534,0,10.850806,0,87.753854,0,0
"peddle",8e-06,2e-06,42.65698,57.21521,0.072689,0.055092,0,1.8e-05
"broaden",0,99.999762,0,4e-06,0,0.000233,1e-06,0
"sensibly",0,24.811695,0,0,9.094762,43.179771,22.913772,0
"fruition",0,0,56.929269,0,43.070724,7e-06,0,0
"materiel",0,0,0.248499,81.180414,0,0,0,18.571086
"shadow",0.000571,31.787885,0.001748,12.098877,7e-06,55.4173,0.684071,0.009542
"soot",0,45.396537,0,0,0,0,0,54.603463
"incredulous",0,4.713136,9.630958,85.655905,0,0,0,0
"kw",0,19.510981,0,0,0,7.20559,73.28343,0
"sago",0,0.022258,0,0,0,99.952667,0.025076,0
"agra",0,0,0,62.755251,0,23.327493,13.917256,0
"uplifted",0,99.999821,0,0,0,0.000179,0,0
"cutting-edge",59.625797,0,0,40.371591,0.002607,5e-06,0,0
"locomotive",0,0,0,2e-06,21.477601,0,0,78.522396
"rearguard",0,3e-06,0,87.148697,0,0.000783,12.850517,0
"kolkata",0,0,50.303961,0,0,49.67229,0.023749,0
"folding",0,0.000917,0,0,0,99.999083,0,0
"rabies",99.999732,0,0,0,0,2.2e-05,0.000247,0
"argentine",0,49.999985,0.025486,1e-06,0,49.971686,0.001702,0.00114
"rob",0,3e-06,87.533944,2.251137,0,1.9e-05,0,10.214897
"lanky",0,0,0,0,0,0.00111,99.99889,0
"cd8",0,0,0,0,0,100,0,0
"pungent",0,1e-06,0,99.999999,0,1e-06,0,0
"irreversible",0.000325,0,0.000783,0.318902,1.152704,0.161239,0,98.366047
"afield",61.665679,0,0,0,0,0,0,38.334321
"mays",0,0,0,0,0,100,0,0
"humanities",0,30.417531,0.000603,2e-06,2e-06,1.121885,30.771454,37.688524
"menses",19.944187,59.805379,20.250428,0,0,6e-06,0,0
"uncompetitive",0,0,0,0,1.3e-05,57.149487,0,42.8505
"economically",0.008797,7e-06,0.019861,1.7e-05,0,89.225591,10.74558,0.000147
"hotshot",0,0,22.389637,0,20.653323,56.95704,0,0
"fuse",0,7.4e-05,26.940263,0,0,23.059737,49.999926,0
"palmyra",0,0,99.995178,0,0.004822,0,0,0
"rushmore",0,0,3e-06,90.309859,0,0,9.690139,0
"debriefing",0,0,0,0,0,16.386834,83.613166,0
"probable",0.011473,0,0.000147,0,91.022966,0.463573,4.474848,4.026993
"marxism",0,0,0,0,0,1e-06,9e-06,99.99999
"mediate",0,76.243846,0.001792,0,0,4e-06,23.754357,0
"eaglet",42.093689,0,0,0,0,57.906311,0,0
"inebriation",0,0,4e-06,0,99.999994,2e-06,0,0
"numeral",0,100,0,0,0,0,0,0
"tsunami",55.218867,0.997089,5.8e-05,0.103528,0,1e-06,0.022506,43.65795
"excrement",0,5e-06,0,0,0,99.999995,0,0
"horoscope",0,99.713007,0.286993,0,0,1e-06,0,0
"pleading",0,0,23.617424,0,0,7e-06,0,76.382569
"brilliancy",0,0,3.222067,1.692146,60.12482,0,0,34.960966
"hfc",0,0,0,0,54.685319,45.314681,0,0
"supersymmetry",0,86.030677,0,0,0,0,13.969323,0
"emulsion",0,100,0,0,0,0,0,0
"latest",29.48832,0.001157,62.207548,0.107531,0,0.77828,0,7.417163
"reportedly",0.001487,0.062755,1.147199,89.578211,3.191912,6.008172,0,0.010264
"evenly",0,0,0,0,0,100,0,0
"acorn",0,100,0,0,0,0,0,0
"favourable",0,69.167355,30.832492,0,0,0.000153,0,0
"taiyuan",0,0,0,0,0,100,0,0
"negev",99.997514,0.002389,0,0,0,0,0,9.7e-05
"scorpion",0,0,0,11.56192,0,81.121197,7.316883,0
"superficiality",0,0,44.129098,11.965298,0,43.905604,0,0
"persepolis",0,1e-06,0,0,0,0,99.999999,0
"submerged",0,0,14.21844,85.78156,0,0,0,0
"himmler",51.837393,48.162607,0,0,0,0,0,0
"synonymous",0,16.679607,3.3e-05,0.015822,4e-06,18.155934,65.125032,0.023568
"agave",0,100,0,0,0,0,0,0
"violin",0,0,0,0.486486,0,0.000579,99.512935,0
"first-rate",0,0,44.990842,0,0,55.009158,0,0
"decide",0.00015,2.905389,0.290944,60.923092,23.03366,4.91386,6.436492,1.496413
"waiter",1e-06,0.718619,1e-06,0,1e-06,99.28136,0,1.8e-05
"nationalism",0.004601,35.170178,0.014164,3.9e-05,2e-06,64.698092,0.000111,0.112812
"shank",0,25.349001,24.652038,0,0,49.998962,0,0
"carlyle",0,99.999435,0,0,0,7.4e-05,0.000492,0
"momentum",0,0,1e-06,0.000315,0,99.999619,6.4e-05,1e-06
"wisely",1e-06,0,1.9e-05,0.00014,7.4e-05,26.431705,73.567702,0.000359
"elitism",0,2.3e-05,0.001996,0,99.669369,0.000897,0.327714,0
"treadmill",0,0,0,2e-06,0,0,0,99.999998
"salina",0,0,0,0,0,100,0,0
"burgeon",0,99.999984,0,0,0,1.6e-05,0,0
"outlier",0,0,0,0,0,0,99.999999,0
"mourning",0,0,0,0.000164,0,0,0,99.999835
"pagoda",0,0,0,2.3e-05,0.001974,99.997998,5e-06,0
"jazz",0,8.943788,18.542332,2.2e-05,16.727006,54.412543,1.374309,0
"flyer",0,0,99.999748,1e-06,0,0.00018,7e-05,0
"shack",0.000125,0,0.000244,0,0,3.851479,94.952299,1.195853
"payer",0,0,0,0,0,7e-06,0,99.999993
"bodily",99.999999,0,0,0,0,1e-06,0,0
"hellfire",0,10.316104,89.683896,0,0,0,0,0
"childbearing",0,100,0,0,0,0,0,0
"iq",0,99.999215,0,0.000769,0,1.6e-05,0,0
"torreon",0,0,0,0,0,0,100,0
"oscillation",78.90131,7.7046,0,0,10.280063,0,3.114026,0
"roast",0,10.15133,8e-06,0.000496,2e-06,89.848162,1e-06,0
"affable",2e-06,1e-05,0,0.001979,0.00059,99.992282,6.9e-05,0.005068
"theology",0,3.5e-05,0,0.091884,3e-06,99.509053,0.399023,2e-06
"strangeness",0,81.288592,0,0,0,0,18.711407,0
"scone",0,99.999999,0,0,0,1e-06,0,0
"immediately",98.715229,0.001502,0.437421,4e-06,0,0.657719,0,0.188124
"trifling",0,90.318875,0,0,0,0,9.681125,0
"cross-examination",0,0,99.999867,0,0,0,0,0.000133
"homogeneity",0,0,0,0,0,0,100,0
"stew",0,47.340363,0,0,1e-05,2.659637,49.999989,1e-06
"recruitment",4e-06,0,3.8e-05,0,0,99.999958,0,0
"excite",0,0,0,0,6.8e-05,99.999932,0,0
"brick",0.000835,0.053021,0.000524,2.192133,0.042664,97.479066,1.3e-05,0.231745
"prophesy",0,0,0,0,0,0,100,0
"supranational",0,0,0,0,0,1.7e-05,99.999982,0
"dare",0,63.943991,14.729357,11.762432,7.1e-05,3.417357,6.146785,6e-06
"titanosaur",0,99.999987,0,0,0,0,1.2e-05,0
"diligently",21.726275,0,0,0,7.733056,70.540669,0,0
"kino",0,99.987493,0,0,0,0.012507,0,0
"heighten",62.111337,8e-06,37.684784,2.4e-05,0,0.193866,3e-06,0.009977
"bumpy",0,0,0,97.247938,0.001234,0.625316,2.125512,0
"airless",28.780161,0,1.102661,1e-06,0,0,0,70.117178
"snare",0,0,22.904795,1.8e-05,12.9214,34.138714,30.035072,0
"whiteness",0,0,0,0.001212,0,1.172731,98.826057,0
"balding",0,0,0,0.000287,0,99.999713,0,0
"nightfall",0,7e-06,0,0,0,0,38.317537,61.682456
"abnormality",0,0,0,0,48.789036,22.734035,0,28.476929
"linz",0,14.101889,0,0,3e-06,0.175497,85.722591,2e-05
"lumber",0,22.311422,49.99601,0.003988,27.688578,1e-06,0,0
"precipitation",1e-05,0,1e-06,0.001734,0,4e-06,76.948787,23.049465
"city-state",0,99.999665,0,0,0,0.000135,0.000199,1e-06
"coterie",0,0,98.246638,0,1.753361,0,0,0
"nil",0,0,0,9.134674,3.268518,43.646729,43.950078,1e-06
"theologian",0,0,0,0,0,4e-06,3.6e-05,99.999959
"embarrassed",0,44.758143,0,0,25.826357,0,0,29.4155
"airfare",0,0,0,0,0,0.000228,99.999771,0
"dukedom",0,0,0,0,0,100,0,0
"resignation",0,0,0,9e-06,0,9.5e-05,0,99.999896
"turin",0,0,0,0,0,10.23573,49.852072,39.912197
"grinning",0,0,0,0,0,0,52.16281,47.83719
"contentment",0,0,0,0,0,51.2145,48.7855,0
"neurologic",34.217908,0,15.319366,4e-06,0,0,6.115764,44.346957
"violate",0.000571,0.000183,12.428671,87.374516,0,0.196057,0,1e-06
"brink",99.999057,0,0,0,0,0.000941,0,2e-06
"scarface",0,0,0,0,57.458662,6.4e-05,0,42.541275
"primaquine",0,0,99.999979,0,0,0,2.1e-05,0
"patsy",0,0,0,0,0,100,0,0
"sur",0,0,31.661614,11.11609,0,0.187392,57.034905,0
"gunpowder",0,0,0,0,0,0,0,100
"keenly",0,71.792113,0,5.554177,22.653701,9e-06,0,0
"deadliness",100,0,0,0,0,0,0,0
"creak",0,0,0,0,0,100,0,0
"teardrop",0,0,0.000126,1e-06,0,99.999743,7e-06,0.000123
"inferior",0,16.287068,0,0,0,0.000181,83.71275,0
"fatherland",0,0,0,100,0,0,0,0
"hailstorm",0,0,0,1.2e-05,0,0,0,99.999988
"gross",0,0,33.270433,0.000227,16.312126,31.259681,1.137871,18.019662
"aback",0,0,0,1e-06,0,0,10.428285,89.571714
"dinghy",99.999722,0,0,0,0,0,0,0.000278
"unfilled",0,0,0,0,0,100,0,0
"rivera",0,0,16.961796,82.422318,0.54719,0.068696,0,0
"past",33.254005,0.007843,0.000852,15.849386,12.932618,24.881914,0.154862,12.91852
"inoculate",0,100,0,0,0,0,0,0
"sixer",0,9.743424,0,0,0,4e-06,0,90.256572
"shaker",89.397497,10.602503,0,0,0,0,0,0
"mortal",0,34.481145,0,0,15.518855,1e-05,13.272084,36.727905
"weight",38.326842,0,0,0,49.986733,0.011112,11.6753,1.3e-05
"yana",0,2.015121,0,9.834713,88.150166,0,0,0
"overcoat",0,3.789589,0,0,1e-06,5.146937,91.063473,0
"homophobia",0,0,99.999842,3e-06,0,0,0.000155,0
"roof",0.00075,98.959465,7.2e-05,0,2e-05,0.957419,1e-06,0.082272
"clear",0.019573,9.117895,4.734341,0.003407,1e-06,65.936794,18.022623,2.165367
"gloucester",0,0,0,0,0,99.999998,2e-06,0
"concretely",0,0,0,100,0,0,0,0
"surly",0.004678,2.8e-05,1e-06,1.3e-05,3e-06,99.995113,2.2e-05,0.000144
"filth",50.032823,0,0,0,0,0.000205,0,49.966971
"eureka",0,0,0,0,0,99.999993,7e-06,0
"spurious",0,0,0,0.009808,99.990181,1.2e-05,0,0
"all-important",0,0,0,0,2.5e-05,99.999974,0,0
"mightily",0,0,0,99.999957,0,4.3e-05,0,0
"temp",2.9e-05,0,0,0,10.433051,0,89.56692,0
"unsmiling",0,0,0,15.818613,0,0.044879,0,84.136507
"gratefully",0,0,0,0,0,0,0,100
"hotel",0.001093,91.614024,0.000157,0.633903,3.3e-05,7.611537,0.128766,0.010488
"contorted",0,10.1244,0,89.8756,0,0,0,0
"consulate",99.999785,1e-06,3e-06,0,0,0.000209,0,3e-06
"commissary",0,99.999998,0,0,0,2e-06,0,0
"cloister",0,0,3e-06,0,0,99.999997,0,0
"cowardly",0,0,3.210178,1e-06,0,0,0,96.789821
"florentine",0,0,0,17.561301,0,82.438699,0,0
"usage",0,1e-06,0,0,99.008585,0.991404,9e-06,0
"shrinkage",0,0,0,8.722608,10.066063,0,0,81.211329
"relieve",11.527306,36.540963,19.670759,4.9e-05,0,2.7e-05,0,32.260897
"trundle",0,0,22.051418,0,0,7.1e-05,0,77.948511
"precious",0.165304,9.1e-05,6.3e-05,0.001084,0.000351,85.547103,14.132711,0.153293
"entitlement",0,0,1e-06,0.006856,0,0.000318,99.992824,1e-06
"dipole",0,25.862546,0,24.185792,0,49.951662,0,0
"typist",73.238457,0,26.761543,0,0,0,0,0
"unconvincing",0,0,99.999997,0,0,3e-06,0,0
"followers",0,27.260295,3.691445,15.213205,0,53.835056,0,0
"penn",0,0,0,1e-06,6.729548,58.00146,0,35.268991
"8th",0,0,2e-06,0.018096,12.052621,40.793408,47.135873,0
"unswerving",0,0,98.404705,0,1.595286,6e-06,3e-06,0
"eradication",0,0,1e-06,99.999999,0,0,0,0
"susceptibility",0.138766,0.000989,0.041057,0,2.2e-05,99.818403,0.00076,4e-06
"sukiyaki",0,0.246674,0,0,0,99.753326,0,0
"topper",0,76.319996,0,6.57432,3e-06,17.10566,2e-05,0
"flash",2.1e-05,0.026426,0.000764,0.000178,21.592519,75.10391,0.015238,3.260943
"maddening",0,99.999953,0,0,0,4.5e-05,2e-06,0
"ragtime",0,0,0,0,0,1e-06,99.999999,0
"lemaitre",0,0,0,99.999999,0,1e-06,0,0
"snooty",0,0,36.310149,63.689848,0,1e-06,0,2e-06
"obfuscation",0,0,0,0,0,0,18.501998,81.498002
"extinguish",1.2e-05,0,1.8e-05,0.031211,0,0.005413,0,99.963346
"unchartered",0,0,0,0,0,0,100,0
"millimeter",100,0,0,0,0,0,0,0
"criminally",0,0,99.999999,0,0,1e-06,0,0
"benin",0.0221,3e-06,23.939507,0.000176,4e-06,76.013429,3.8e-05,0.024744
"unbridled",0,0,0,0,99.727378,0,0.272621,0
"indication",0.001566,0,64.244081,35.75408,0,0.000172,0,1e-04
"volatility",0,0,0.008747,0,0,0.035524,99.955728,0
"calligraphy",98.980946,9e-06,0,0,0,1.2e-05,0,1.019032
"punter",0,99.872344,0.06543,0,1e-06,0.062222,2e-06,0
"roping",0,0,0,0,82.591107,3e-06,17.40889,0
"tenure",2e-06,1.1e-05,5e-04,1.6e-05,0,99.999462,5e-06,4e-06
"woman",7.720639,0.008764,1.908014,0.006838,2e-06,90.292752,0.033074,0.029916
"messy",0,0.179142,1.7e-05,0,0,1e-06,99.82084,0
"kindness",0,0,0,0,0,0.001134,99.998859,8e-06
"minneapolis",0,0,0,0,82.623147,17.376853,0,0
"padded",0,0,6.055583,0,0,0,93.944417,0
"buckshot",0,0,0,43.250251,0,12.342983,44.406767,0
"epicentre",99.999999,0,0,0,0,1e-06,0,0
"better-known",99.999999,0,0,0,1e-06,0,1e-06,0
"belch",47.481802,0,0,0,0,52.518198,0,0
"hussein",1e-06,4e-06,0.000642,99.977211,0,4.1e-05,0,0.022102
"resident",99.979211,0,0.016182,0,0,0.004046,0,0.000561
"require",0.019621,1.559745,91.707166,1.5e-05,5e-06,6.452884,6e-06,0.260559
"wagon",0,0,98.73898,1.26102,0,0,0,0
"wreath",0,0,0,5.1e-05,0,0.000243,7e-06,99.999698
"jodhpur",99.999989,0,0,0,0,0,1.1e-05,0
"rudder",0,0,41.972897,0,58.027103,0,0,0
"resurrect",21.825864,0,1e-06,1.8e-05,1e-06,78.163026,2.3e-05,0.011068
"proclamation",0,1e-06,4e-06,99.999991,0,4e-06,0,0
"pe",0,0,6e-06,0,27.562774,72.437098,5e-06,0.000117
"arid",100,0,0,0,0,0,0,0
"kilometer",98.085199,1e-05,0.030776,0.727635,1e-06,0.017265,0.147794,0.991321
"lively",1e-06,14.661667,0.00037,0.181502,2e-05,26.446855,58.701788,0.007796
"devise",0,99.999997,0,0,0,3e-06,0,0
"parvati",0,0,56.809171,0,0,43.190829,0,0
"basic",1.9e-05,0.000105,0.000202,15.272043,0,84.529156,7.8e-05,0.198397
"ee",0,6.799895,0,0,10.568193,0,0,82.631912
"smother",0,0.016262,2e-06,8.9e-05,6e-06,99.973996,0.002781,0.006864
"forgivable",0,68.67576,0,0,0,31.32424,0,0
"creditworthiness",0,0,0,0,31.522245,68.477755,0,0
"half-breed",0,0,0,0,0,1e-06,99.999999,0
"unlit",0,0,0,0,0,0,9.262153,90.737847
"holiness",0,1.2e-05,0,46.096231,53.903533,0.000215,9e-06,0
"cunning",0,99.999996,3e-06,0,0,1e-06,0,0
"isaac",0,0,0,0,0,66.933262,33.066738,0
"decontamination",5e-06,0,0,8e-06,0,1.714543,0,98.285444
"tar",0,0,45.776584,49.998938,0,0.001062,2e-06,4.223413
"streetlight",0,0,0,0,7.4e-05,0,18.749986,81.24994
"dick",0,0,0.005047,99.994883,0,7e-05,0,0
"travel",26.898122,1.3e-05,0.000146,0.052825,0,10.204733,62.699837,0.144325
"delicious",0,3.134271,0,1e-06,1e-06,96.861117,0.00461,0
"opulence",0.117858,72.155453,0.000491,0,1.5e-05,10.0119,17.422681,0.291603
"flub",0,0,0,0,0,9e-06,0,99.999991
"o'brien",0,0.058534,1.6e-05,1e-06,0,1.951142,97.990039,0.000268
"nozzle",0,26.675869,0,0,5e-06,0.308561,0,73.015564
"acceptability",2e-06,0.047414,0,5e-06,4e-05,99.952493,1e-06,4.5e-05
"smokeless",0,45.368687,0,0,0,0,54.631313,0
